entity,n_days,active_days,peak_daily,neg_days,neg_max_magnitude,gap_runs,gap_longest,fill_runs,fill_longest,dump_days,dump_max_ratio,weekday_amplitude,weekday_p,neg_rate,gap_severity,fill_severity,dump_rate,weekday_amp,heaping,benford_mad,benford_p,benford_verdict,terminal_p,terminal_verdict,pen_neg_rate,pen_gap_severity,pen_fill_severity,pen_dump_rate,pen_weekday_amp,pen_heaping,pen_benford_mad,penalty,reliability_index,worst_component,worst_component_desc
Dominican Republic,1142,1081,7439.0,0,0.0,28,17,0,0,0,0.0,0.1670811238693639,0.8163672654690619,0.0,17.0,0.0,0.0,0.1670811238693639,0.018414481897627948,0.01645139282838197,0.00020030162630680943,nonconformity,0.4701470742957451,uniform,0.0,1.0,0.0,0.0,0.1670811238693639,0.036828963795255895,0.5483797609460657,0.20800550119699623,79.19944988030038,gap_severity,reporting stopped mid-epidemic
Bahrain,1142,1085,8173.0,0,0.0,1,17,0,0,0,0.0,0.1737080758842321,0.001996007984031936,0.0,17.0,0.0,0.0,0.1737080758842321,0.0,0.01829344333244466,3.104286882413429e-06,nonconformity,0.713884227033329,uniform,0.0,1.0,0.0,0.0,0.1737080758842321,0.0,0.6097814444148221,0.2065452836033759,79.3454716396624,gap_severity,reporting stopped mid-epidemic
Romania,1142,1085,40018.0,0,0.0,20,6,0,0,0,0.0,0.7629204581849534,0.001996007984031936,0.0,6.0,0.0,0.0,0.7629204581849534,0.0054347826086956555,0.01363654059332143,0.0032039660209458847,marginal,0.4995090880751738,uniform,0.0,0.42857142857142855,0.0,0.0,0.7629204581849534,0.010869565217391311,0.4545513531107143,0.20308178545160166,79.69182145483984,weekday_amp,cases reported in weekday batches
Burma,1142,843,7083.0,0,0.0,3,8,0,0,1,8.030821917808218,0.3813653717009441,0.001996007984031936,0.0,8.0,0.0,0.4332740213523132,0.3813653717009441,0.0,0.028029371220559558,1.3190278143390452e-13,nonconformity,0.1431303177446491,uniform,0.0,0.5714285714285714,0.0,0.0722123368920522,0.3813653717009441,0.0,0.934312374018652,0.20046656070416774,79.95334392958323,gap_severity,reporting stopped mid-epidemic
Mali,1142,622,1217.0,0,0.0,1,3,2,4,0,0.0,0.49143252728150477,0.001996007984031936,0.0,3.0,4.0,0.0,0.49143252728150477,0.0,0.03206829260197978,1.7819520579039893e-11,nonconformity,0.5153669030251298,uniform,0.0,0.21428571428571427,0.2857142857142857,0.0,0.49143252728150477,0.0,1.0,0.19871487909222568,80.12851209077742,weekday_amp,cases reported in weekday batches
Egypt,1142,788,5516.0,0,0.0,5,9,0,0,0,0.0,0.32963125557921835,0.001996007984031936,0.0,9.0,0.0,0.0,0.32963125557921835,0.0,0.04136392181384119,5.110399493485868e-32,nonconformity,6.809518988565077e-22,non-uniform,0.0,0.6428571428571429,0.0,0.0,0.32963125557921835,0.0,1.0,0.19587325976545417,80.41267402345457,gap_severity,reporting stopped mid-epidemic
Denmark,1142,1094,55709.0,1,2001.0,6,5,0,0,0,0.0,0.6968866788627504,0.001996007984031936,0.0009140767824497258,5.0,0.0,0.0,0.6968866788627504,0.016047297297297272,0.013967106250302964,0.00036180293262491744,marginal,0.5035969578365408,uniform,0.04570383912248629,0.35714285714285715,0.0,0.0,0.6968866788627504,0.032094594594594544,0.46557020834343216,0.1953378978316992,80.46621021683008,weekday_amp,cases reported in weekday batches
Slovenia,1142,1025,23332.0,0,0.0,0,0,1,3,0,0.0,0.8970017611756091,0.001996007984031936,0.0,0.0,3.0,0.0,0.8970017611756091,0.0,0.015118880174077007,0.0005437361628856051,nonconformity,0.6244703628551311,uniform,0.0,0.0,0.21428571428571427,0.0,0.8970017611756091,0.0,0.5039626724692337,0.19189125494266018,80.81087450573399,weekday_amp,cases reported in weekday batches
Ukraine,1142,1078,79325.0,0,0.0,6,6,0,0,0,0.0,0.6434009416858346,0.001996007984031936,0.0,6.0,0.0,0.0,0.6434009416858346,0.006446188340807173,0.016049253912618286,8.129401520796839e-05,nonconformity,0.49404062627366374,uniform,0.0,0.42857142857142855,0.0,0.0,0.6434009416858346,0.012892376681614345,0.5349751304206095,0.1894784685618621,81.05215314381378,weekday_amp,cases reported in weekday batches
Lebanon,1142,1056,10760.0,0,0.0,3,6,0,0,2,5.7272727272727275,0.45654277197170245,0.001996007984031936,0.0,6.0,0.0,0.6917613636363635,0.45654277197170245,0.0064496314496314405,0.022343881446975807,8.13717034919027e-09,nonconformity,0.8040336904753561,uniform,0.0,0.42857142857142855,0.0,0.1152935606060606,0.45654277197170245,0.012899262899262881,0.7447960482325269,0.18923585601889453,81.07641439811056,weekday_amp,cases reported in weekday batches
Guyana,1142,797,1186.0,1,15.0,8,3,0,0,0,0.0,0.7175703020716597,0.001996007984031936,0.0012547051442910915,3.0,0.0,0.0,0.7175703020716597,0.003712871287128716,0.019405643413101248,0.001437091992474021,nonconformity,0.7576141189917108,uniform,0.06273525721455457,0.21428571428571427,0.0,0.0,0.7175703020716597,0.007425742574257432,0.6468547804367083,0.18578205430449102,81.4217945695509,weekday_amp,cases reported in weekday batches
Malta,1142,921,1677.0,1,42.0,7,6,0,0,0,0.0,0.47224203787205765,0.001996007984031936,0.0010857763300760044,6.0,0.0,0.0,0.47224203787205765,0.0,0.02291362298219388,1.823267759364573e-06,nonconformity,0.05341077396254282,uniform,0.05428881650380022,0.42857142857142855,0.0,0.0,0.47224203787205765,0.0,0.763787432739796,0.18416915490427277,81.58308450957273,weekday_amp,cases reported in weekday batches
Guatemala,1142,1052,9946.0,0,0.0,0,0,0,0,0,0.0,1.0596057908675314,0.001996007984031936,0.0,0.0,0.0,0.0,1.0596057908675314,0.0,0.01969498685774091,7.550906024570933e-09,nonconformity,0.644067593405375,uniform,0.0,0.0,0.0,0.0,1.0,0.0,0.656499561924697,0.18282497809623485,81.7175021903765,weekday_amp,cases reported in weekday batches
Ethiopia,1142,1023,5185.0,0,0.0,1,8,0,0,0,0.0,0.43351100417118815,0.001996007984031936,0.0,8.0,0.0,0.0,0.43351100417118815,0.0,0.01657600973601911,0.0011190841847514813,nonconformity,0.43616277667403025,uniform,0.0,0.5714285714285714,0.0,0.0,0.43351100417118815,0.0,0.5525336578673037,0.1783676192333291,82.16323807666708,gap_severity,reporting stopped mid-epidemic
Cabo Verde,1142,717,1469.0,0,0.0,0,0,1,3,1,7.909090909090909,0.7471760625333933,0.001996007984031936,0.0,0.0,3.0,0.5094142259414226,0.7471760625333933,0.0,0.01226251187757673,0.0068720648665655535,marginal,0.503198749426927,uniform,0.0,0.0,0.21428571428571427,0.0849023709902371,0.7471760625333933,0.0,0.40875039591922435,0.17739214196736294,82.2607858032637,weekday_amp,cases reported in weekday batches
Kenya,1142,990,3749.0,0,0.0,1,5,0,0,0,0.0,0.6558525345701224,0.001996007984031936,0.0,5.0,0.0,0.0,0.6558525345701224,0.0,0.01445343794768688,0.004184317692994851,marginal,0.21665717252712607,uniform,0.0,0.35714285714285715,0.0,0.0,0.6558525345701224,0.0,0.481781264922896,0.17603837200309172,82.39616279969083,weekday_amp,cases reported in weekday batches
Vietnam,1142,757,454212.0,0,0.0,0,0,1,3,2,5.495404516055826,0.3621539139429162,0.001996007984031936,0.0,0.0,3.0,0.964993394980185,0.3621539139429162,0.061973018549747044,0.026798454732815124,2.6916211181892837e-09,nonconformity,0.1375341040100064,uniform,0.0,0.0,0.21428571428571427,0.1608322324966975,0.3621539139429162,0.12394603709949409,0.8932818244271709,0.17384677589508185,82.61532241049181,weekday_amp,cases reported in weekday batches
Kyrgyzstan,1142,844,11505.0,0,0.0,17,7,0,0,0,0.0,0.5000395318827259,0.003992015968063872,0.0,7.0,0.0,0.0,0.5000395318827259,0.02439024390243901,0.009023883858107089,0.5615237593498108,acceptable,0.2514625206047142,uniform,0.0,0.5,0.0,0.0,0.5000395318827259,0.04878048780487802,0.30079612860356963,0.17236280938331908,82.7637190616681,weekday_amp,cases reported in weekday batches
South Africa,1142,1082,37875.0,0,0.0,4,6,0,0,0,0.0,0.5014810867446944,0.001996007984031936,0.0,6.0,0.0,0.0,0.5014810867446944,0.009773662551440312,0.017422600330616152,2.162237225276754e-05,nonconformity,0.5300044423959995,uniform,0.0,0.42857142857142855,0.0,0.0,0.5014810867446944,0.019547325102880625,0.5807533443538717,0.1714776432805441,82.85223567194559,weekday_amp,cases reported in weekday batches
Sierra Leone,1142,242,192.0,0,0.0,0,0,0,0,0,0.0,0.6169112643638072,0.001996007984031936,0.0,0.0,0.0,0.0,0.6169112643638072,,0.04583062012627673,2.332956862263062e-08,nonconformity,,insufficient-data,0.0,0.0,0.0,0.0,0.6169112643638072,,1.0,0.16769022312302476,83.23097768769753,weekday_amp,cases reported in weekday batches
Chile,1142,1085,41651.0,0,0.0,1,6,0,0,1,10.40935064935065,0.4885565144008367,0.001996007984031936,0.0,6.0,0.0,0.3366359447004608,0.4885565144008367,0.010707635009310976,0.008684646681366268,0.19674536672875145,acceptable,0.5255372618773035,uniform,0.0,0.42857142857142855,0.0,0.05610599078341014,0.4885565144008367,0.02141527001862195,0.2894882227122089,0.16367179170175505,83.6328208298245,weekday_amp,cases reported in weekday batches
Austria,1142,1092,64038.0,4,12934.0,3,4,0,0,1,6.090457804743519,0.33365078914938995,0.001996007984031936,0.003663003663003663,4.0,0.0,0.334478021978022,0.33365078914938995,0.0,0.01427404505174188,0.0036101822683945687,marginal,0.0934014389378635,uniform,0.18315018315018314,0.2857142857142857,0.0,0.055746336996337,0.33365078914938995,0.0,0.47580150172472935,0.16168682349527497,83.8313176504725,weekday_amp,cases reported in weekday batches
US,1142,1098,1354505.0,1,3862.0,0,0,0,0,0,0.0,0.8682158023808793,0.001996007984031936,0.0009107468123861566,0.0,0.0,0.0,0.8682158023808793,0.0,0.01266424493056853,0.004548572846209424,marginal,0.5144139206468812,uniform,0.04553734061930783,0.0,0.0,0.0,0.8682158023808793,0.0,0.4221414976856177,0.16044691336527434,83.95530866347256,weekday_amp,cases reported in weekday batches
Saudi Arabia,1142,1085,5928.0,0,0.0,7,8,0,0,0,0.0,0.20592608943208557,0.001996007984031936,0.0,8.0,0.0,0.0,0.20592608943208557,0.0,0.025485004024747224,7.278498683926652e-13,nonconformity,0.0019284203866302783,non-uniform,0.0,0.5714285714285714,0.0,0.0,0.20592608943208557,0.0,0.8495001341582408,0.15907820583701057,84.09217941629893,gap_severity,reporting stopped mid-epidemic
Togo,1142,684,1002.0,0,0.0,0,0,0,0,1,5.076923076923077,0.5701454721447389,0.001996007984031936,0.0,0.0,0.0,0.5339912280701754,0.5701454721447389,0.022277227722772262,0.047430707964395136,2.4304929533796302e-22,nonconformity,0.7759486726893867,uniform,0.0,0.0,0.0,0.0889985380116959,0.5701454721447389,0.044554455445544525,1.0,0.15555476984029687,84.44452301597032,weekday_amp,cases reported in weekday batches
China,1142,1124,78859.0,2,16.0,2,3,2,3,2,7.207619047619048,0.10322476929784918,0.08383233532934131,0.0017793594306049821,3.0,3.0,0.6499110320284697,0.10322476929784918,0.02145359019264447,0.020942310923329623,5.591453165995977e-10,nonconformity,0.8701329434892093,uniform,0.0889679715302491,0.21428571428571427,0.21428571428571427,0.10831850533807828,0.10322476929784918,0.04290718038528894,0.6980770307776542,0.15515072838382926,84.48492716161708,benford_mad,leading digits depart from Benford
Albania,1142,1003,4789.0,0,0.0,0,0,2,3,1,5.818181818181818,0.5889008594353229,0.001996007984031936,0.0,0.0,3.0,0.3641575274177467,0.5889008594353229,0.0,0.013870571047493112,0.02043157264398457,marginal,0.4309667989883277,uniform,0.0,0.0,0.21428571428571427,0.060692921236291116,0.5889008594353229,0.0,0.4623523682497704,0.15269954265608776,84.73004573439123,weekday_amp,cases reported in weekday batches
Bulgaria,1142,1078,12399.0,0,0.0,0,0,0,0,0,0.0,0.9281870357201722,0.001996007984031936,0.0,0.0,0.0,0.0,0.9281870357201722,0.002361275088547804,0.007557192308742536,0.4843838031256781,acceptable,0.24294902900592755,uniform,0.0,0.0,0.0,0.0,0.9281870357201722,0.004722550177095608,0.25190641029141786,0.15253175839916105,84.7468241600839,weekday_amp,cases reported in weekday batches
Lithuania,1142,1009,15412.0,1,359.0,0,0,0,0,0,0.0,0.8376612445928724,0.001996007984031936,0.0009910802775024777,0.0,0.0,0.0,0.8376612445928724,0.0,0.007331826453649869,0.31636761731265794,acceptable,0.19138202210857486,uniform,0.049554013875123884,0.0,0.0,0.0,0.8376612445928724,0.0,0.24439421512166232,0.14777970022003875,85.22202997799613,weekday_amp,cases reported in weekday batches
Montenegro,1142,988,2960.0,0,0.0,1,3,0,0,1,7.450549450549451,0.3418047642514297,0.001996007984031936,0.0,3.0,0.0,0.36968623481781376,0.3418047642514297,0.0,0.03141682506594959,5.723203931288495e-21,nonconformity,0.8099015249682815,uniform,0.0,0.21428571428571427,0.0,0.06161437246963563,0.3418047642514297,0.0,1.0,0.14265572765101692,85.7344272348983,weekday_amp,cases reported in weekday batches
Bangladesh,1142,1051,16230.0,0,0.0,2,4,0,0,0,0.0,0.3246762868603783,0.001996007984031936,0.0,4.0,0.0,0.0,0.3246762868603783,0.0,0.026835727250876143,8.997050964401575e-13,nonconformity,0.45396222867158875,uniform,0.0,0.2857142857142857,0.0,0.0,0.3246762868603783,0.0,0.8945242416958714,0.1362847979709932,86.37152020290068,weekday_amp,cases reported in weekday batches
Philippines,1142,1084,38867.0,5,343.0,0,0,0,0,0,0.0,0.3860746612584218,0.001996007984031936,0.004612546125461255,0.0,0.0,0.0,0.3860746612584218,0.0,0.019203257085010556,2.7355508333685602e-05,nonconformity,0.9825355599499374,uniform,0.23062730627306272,0.0,0.0,0.0,0.3860746612584218,0.0,0.6401085695003519,0.13604208891839342,86.39579110816065,weekday_amp,cases reported in weekday batches
Mauritania,1142,738,1211.0,1,31.0,0,0,2,3,0,0.0,0.4004183863549966,0.001996007984031936,0.0013550135501355014,0.0,3.0,0.0,0.4004183863549966,0.0,0.017894104112614613,0.00041053156709523026,nonconformity,0.10525413014870248,uniform,0.06775067750677506,0.0,0.21428571428571427,0.0,0.4004183863549966,0.0,0.5964701370871538,0.13557925745181934,86.44207425481807,weekday_amp,cases reported in weekday batches
Indonesia,1142,1086,64718.0,0,0.0,1,3,0,0,0,0.0,0.3183703984399028,0.001996007984031936,0.0,3.0,0.0,0.0,0.3183703984399028,0.0,0.029501243042710883,1.2528382214810665e-17,nonconformity,0.10680813053666659,uniform,0.0,0.21428571428571427,0.0,0.0,0.3183703984399028,0.0,0.9833747680903628,0.12906715531336072,87.09328446866394,benford_mad,leading digits depart from Benford
Poland,1142,1086,57659.0,0,0.0,0,0,0,0,0,0.0,0.6959512056477015,0.001996007984031936,0.0,0.0,0.0,0.0,0.6959512056477015,0.016214908034849936,0.010860257319588633,0.045232456135907796,acceptable,0.07379362546197259,uniform,0.0,0.0,0.0,0.0,0.6959512056477015,0.03242981606969987,0.3620085773196211,0.12735758212359127,87.26424178764087,weekday_amp,cases reported in weekday batches
"Korea, South",1142,1112,621317.0,0,0.0,0,0,1,3,0,0.0,0.39832793584180815,0.001996007984031936,0.0,0.0,3.0,0.0,0.39832793584180815,0.0029443254817987027,0.02049915643898711,6.834302676274236e-08,nonconformity,0.8737931026927785,uniform,0.0,0.0,0.21428571428571427,0.0,0.39832793584180815,0.0058886509635974055,0.6833052146329037,0.12694060589531314,87.3059394104687,weekday_amp,cases reported in weekday batches
Israel,1142,1088,243295.0,3,1149.0,0,0,0,0,1,5.91768826619965,0.4167511168337338,0.001996007984031936,0.0027573529411764708,0.0,0.0,0.3357077205882353,0.4167511168337338,0.03284671532846714,0.011062205729611677,0.003371702795769898,acceptable,0.44132671808426405,uniform,0.13786764705882354,0.0,0.0,0.05595128676470588,0.4167511168337338,0.06569343065693428,0.3687401909870559,0.1267699140994236,87.32300859005764,weekday_amp,cases reported in weekday batches
Norway,1142,1088,26109.0,0,0.0,0,0,0,0,0,0.0,0.6754611811528763,0.001996007984031936,0.0,0.0,0.0,0.0,0.6754611811528763,0.03164556962025316,0.008704194332931738,0.2313833235100361,acceptable,0.169008630550236,uniform,0.0,0.0,0.0,0.0,0.6754611811528763,0.06329113924050632,0.29013981109772463,0.12531983861389362,87.46801613861064,weekday_amp,cases reported in weekday batches
India,1142,1084,414188.0,4,1225.0,0,0,0,0,2,12.008849557522124,0.3054040695536022,0.001996007984031936,0.0036900369003690036,0.0,0.0,0.6738929889298892,0.3054040695536022,0.0,0.011615140178682867,0.008247541155739753,acceptable,0.10340097193580267,uniform,0.18450184501845018,0.0,0.0,0.11231549815498154,0.3054040695536022,0.0,0.38717133928942893,0.11891687112444904,88.1083128875551,weekday_amp,cases reported in weekday batches
Nepal,1142,909,10052.0,1,1.0,0,0,1,3,0,0.0,0.322502870186821,0.001996007984031936,0.0011001100110011,0.0,3.0,0.0,0.322502870186821,0.0,0.016244872024580918,0.00029717958804814307,nonconformity,0.5817695222593388,uniform,0.055005500550055,0.0,0.21428571428571427,0.0,0.322502870186821,0.0,0.5414957341526973,0.11859417448852616,88.14058255114739,weekday_amp,cases reported in weekday batches
Laos,1142,597,3915.0,1,2.0,0,0,0,0,0,0.0,0.4128348503631536,0.001996007984031936,0.0016750418760469012,0.0,0.0,0.0,0.4128348503631536,0.023809523809523794,0.018613193499872567,0.020165653242529075,nonconformity,0.7727602750730935,uniform,0.08375209380234505,0.0,0.0,0.0,0.4128348503631536,0.04761904761904759,0.6204397833290856,0.11684049262425346,88.31595073757465,weekday_amp,cases reported in weekday batches
Algeria,1142,832,2521.0,0,0.0,0,0,1,3,0,0.0,0.12910109653469215,0.001996007984031936,0.0,0.0,3.0,0.0,0.12910109653469215,0.05542986425339364,0.02890342459920952,3.07281505925854e-15,nonconformity,1.106787766662313e-05,non-uniform,0.0,0.0,0.21428571428571427,0.0,0.12910109653469215,0.11085972850678728,0.9634474866403173,0.11630935523109492,88.3690644768905,benford_mad,leading digits depart from Benford
Morocco,1142,1054,12039.0,0,0.0,0,0,0,0,0,0.0,0.6793482385877341,0.001996007984031936,0.0,0.0,0.0,0.0,0.6793482385877341,0.0,0.007605827296212508,0.39635466751721304,acceptable,0.36885915813471737,uniform,0.0,0.0,0.0,0.0,0.6793482385877341,0.0,0.25352757654041697,0.11457861461518096,88.54213853848191,weekday_amp,cases reported in weekday batches
Belarus,1142,822,11170.0,0,0.0,0,0,0,0,1,7.25,0.3314894366615694,0.001996007984031936,0.0,0.0,0.0,0.44434306569343063,0.3314894366615694,0.0,0.07737199577005957,1.3565922267697616e-83,nonconformity,0.004637959197698905,non-uniform,0.0,0.0,0.0,0.07405717761557178,0.3314894366615694,0.0,1.0,0.11083199214157118,88.91680078584288,benford_mad,leading digits depart from Benford
Bolivia,1142,1062,23611.0,0,0.0,0,0,0,0,1,6.633217993079585,0.461960766699381,0.001996007984031936,0.0,0.0,0.0,0.3439265536723164,0.461960766699381,0.0,0.018696179897885863,0.0003633248764287338,nonconformity,0.8831713784241684,uniform,0.0,0.0,0.0,0.0573210922787194,0.461960766699381,0.0,0.6232059965961955,0.10905257867652483,89.09474213234752,weekday_amp,cases reported in weekday batches
Malaysia,1142,1073,33406.0,1,108.0,0,0,0,0,1,9.233333333333333,0.23846997710241735,0.001996007984031936,0.0009319664492078285,0.0,0.0,0.34040074557315936,0.23846997710241735,0.04206859592711682,0.024908901367870762,7.75741294775439e-13,nonconformity,0.10189926459317016,uniform,0.046598322460391424,0.0,0.0,0.05673345759552656,0.23846997710241735,0.08413719185423364,0.8302967122623588,0.10773559408802286,89.22644059119771,benford_mad,leading digits depart from Benford
Sri Lanka,1142,901,11366.0,0,0.0,0,0,1,3,1,6.625,0.2265687448141629,0.001996007984031936,0.0,0.0,3.0,0.40538290788013315,0.2265687448141629,0.0,0.018547698883856437,4.1481154194052505e-06,nonconformity,0.6640846928328781,uniform,0.0,0.0,0.21428571428571427,0.06756381798002219,0.2265687448141629,0.0,0.6182566294618813,0.10717557303507896,89.2824426964921,weekday_amp,cases reported in weekday batches
Rwanda,1142,711,3072.0,1,26.0,0,0,0,0,1,5.05,0.3456851746854174,0.001996007984031936,0.0014064697609001407,0.0,0.0,0.5137130801687764,0.3456851746854174,0.0,0.014161060101735033,0.15256632564132616,marginal,0.8296962979304447,uniform,0.07032348804500703,0.0,0.0,0.08561884669479607,0.3456851746854174,0.0,0.4720353367245011,0.10236206765225847,89.76379323477414,weekday_amp,cases reported in weekday batches
Serbia,1142,1081,36737.0,2,8639.0,0,0,0,0,0,0.0,0.3665139271819603,0.001996007984031936,0.0018501387604070306,0.0,0.0,0.0,0.3665139271819603,0.0,0.015003018611332852,0.00043089860351192916,nonconformity,0.5139985728058449,uniform,0.09250693802035152,0.0,0.0,0.0,0.3665139271819603,0.0,0.5001006203777618,0.09848350770025245,90.15164922997475,weekday_amp,cases reported in weekday batches
Cuba,1142,942,9907.0,0,0.0,0,0,1,3,0,0.0,0.16303202918034032,0.001996007984031936,0.0,0.0,3.0,0.0,0.16303202918034032,0.0,0.02316404597897394,2.9991325163572205e-12,nonconformity,0.007955491536045392,non-uniform,0.0,0.0,0.21428571428571427,0.0,0.16303202918034032,0.0,0.7721348659657981,0.09520440481819809,90.47955951818018,benford_mad,leading digits depart from Benford
Cambodia,1142,527,1130.0,0,0.0,0,0,1,3,0,0.0,0.11982971770859685,0.4630738522954092,0.0,0.0,3.0,0.0,0.11982971770859685,0.018554687499999986,0.021538264418287555,0.0001644603522070609,nonconformity,6.007395491356983e-06,non-uniform,0.0,0.0,0.21428571428571427,0.0,0.11982971770859685,0.03710937499999997,0.7179421472762518,0.09158082841295925,90.84191715870408,benford_mad,leading digits depart from Benford
Japan,1142,1101,260999.0,0,0.0,0,0,0,0,0,0.0,0.5094226897996758,0.001996007984031936,0.0,0.0,0.0,0.0,0.5094226897996758,0.0,0.008214196049373778,0.24962069239958765,acceptable,0.2435678343206256,uniform,0.0,0.0,0.0,0.0,0.5094226897996758,0.0,0.27380653497912594,0.09010373021890766,90.98962697810924,weekday_amp,cases reported in weekday batches
Iran,1142,1106,50228.0,0,0.0,0,0,0,0,0,0.0,0.3008537723707567,0.001996007984031936,0.0,0.0,0.0,0.0,0.3008537723707567,0.03431372549019606,0.017095975679285846,2.7181786163914232e-08,nonconformity,0.30934805891119205,uniform,0.0,0.0,0.0,0.0,0.3008537723707567,0.06862745098039212,0.5698658559761949,0.08391547630148206,91.60845236985179,weekday_amp,cases reported in weekday batches
Qatar,1142,1092,4206.0,0,0.0,0,0,0,0,1,5.658536585365853,0.23075437996294113,0.001996007984031936,0.0,0.0,0.0,0.334478021978022,0.23075437996294113,0.0,0.018327763238359395,3.0277972716900112e-06,nonconformity,0.015848535067417638,uniform,0.0,0.0,0.0,0.055746336996337,0.23075437996294113,0.0,0.6109254412786466,0.07352137960782404,92.6478620392176,weekday_amp,cases reported in weekday batches
Russia,1142,1084,202211.0,0,0.0,0,0,0,0,0,0.0,0.11801528850990062,0.001996007984031936,0.0,0.0,0.0,0.0,0.11801528850990062,0.0,0.022765836183013245,1.1843381995194007e-11,nonconformity,0.42708157572181915,uniform,0.0,0.0,0.0,0.0,0.11801528850990062,0.0,0.7588612061004415,0.05564535358150717,94.4354646418493,benford_mad,leading digits depart from Benford
United Arab Emirates,1142,1080,4471.0,0,0.0,0,0,0,0,0,0.0,0.12665476812025211,0.001996007984031936,0.0,0.0,0.0,0.0,0.12665476812025211,0.0,0.019800622082158235,5.295803875075637e-07,nonconformity,0.004963771986291355,non-uniform,0.0,0.0,0.0,0.0,0.12665476812025211,0.0,0.6600207360719412,0.05199925202163488,94.80007479783652,benford_mad,leading digits depart from Benford
